State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice
AL,Gallant,Conservation Lake Rd,35972.0,4.0,2.0,2252.0,53.152753108348136,7.84,108700.0,1566.0,33.990604,-86.2719,119700.0
AL,Mobile,Schillinger Rd S,36695.0,3.0,2.0,1456.0,147.83997252747253,0.4251,215700.0,1599.0,30.656637,-88.22562,215255.0
AL,Tuscaloosa,18th St,35401.0,4.0,3.0,1656.0,105.67632850241546,,175100.0,1794.0,33.19431,-87.5363,175000.0
AL,Dothan,Doncaster Way,36305.0,3.0,2.0,2008.0,129.43227091633466,0.64,245600.0,1882.0,31.235125,-85.48253,259900.0
AL,Northport,Garden Creek Ln,35473.0,4.0,3.0,2486.0,128.68061142397426,,313200.0,2429.0,33.28883,-87.63584,319900.0
AL,Pelham,Wooddale Dr,35124.0,3.0,2.0,2134.0,140.53420805998127,0.49,295200.0,2160.0,33.34166,-86.80331,299900.0
AL,Harvest,Burwell Valley Ln,35749.0,3.0,2.0,1641.0,179.7684338817794,0.5,295000.0,1780.0,34.84083,-86.6938,295000.0
AL,Theodore,Rabbit Creek Dr,36582.0,3.0,3.0,2476.0,181.7447495961228,1.1,444700.0,2848.0,30.571985,-88.13434,450000.0
AL,Sylacauga,Brentwood St,35150.0,3.0,1.0,1183.0,83.68554522400676,0.19,,957.0,33.17647,-86.24123,99000.0
AL,Gadsden,Montclair Dr,35901.0,3.0,2.0,1762.0,187.2304199772985,0.8585858585858586,329300.0,1466.0,33.9497,-86.00235,329900.0
AL,Semmes,Webster Ln,36575.0,2.0,2.0,1248.0,125.60096153846152,3.2161,,1300.0,30.812702,-88.26252,156750.0
AL,Semmes,Semmes Woods Dr,36575.0,4.0,3.0,1856.0,139.54741379310346,0.4866999999999999,268000.0,1877.0,30.762589,-88.285416,259000.0
AL,Kennedy,Wiggins Rd,35555.0,2.0,1.0,1496.0,118.24866310160428,20.0,174100.0,1114.0,31.572191,-87.93222,176900.0
AL,Tuscaloosa,Rice Mine Rd N APT G202,35406.0,2.0,3.0,1152.0,151.90972222222223,0.0,174600.0,1727.0,33.227802,-87.53599,175000.0
AL,Wilmer,Deer Ridge Dr,36587.0,4.0,3.0,2528.0,157.83227848101265,1.82,385400.0,2582.0,30.852259,-88.340706,399000.0
AL,Elkmont,Cotton Belt Rd,35620.0,3.0,1.0,1297.0,196.60755589822668,2.57,255300.0,1599.0,34.924484,-87.122505,255000.0
AL,Piedmont,Hebble Hwy,36272.0,3.0,3.0,2180.0,119.22018348623853,3.27,259000.0,1665.0,33.921463,-85.579666,259900.0
AL,Birmingham,4th Ave W,35204.0,3.0,2.0,1637.0,76.90897984117288,0.18,124700.0,1048.0,33.506744,-86.84448,125900.0
AL,Birmingham,Fulton Ave,35217.0,3.0,1.0,1560.0,70.44871794871794,0.17,,1058.0,33.57448,-86.77249,109900.0
AL,Mobile,Hamilton Creek Dr W,36695.0,3.0,3.0,1825.0,131.45205479452054,1.0,240400.0,1716.0,30.635262,-88.27472,239900.0
AL,Alabaster,Kentwood Dr,35007.0,5.0,3.0,2562.0,161.98282591725214,0.23,350100.0,2117.0,33.217987,-86.84071,415000.0
AL,Mobile,Copperfield Dr E,36608.0,3.0,2.0,1467.0,153.37423312883436,0.2279,224600.0,1400.0,30.674248,-88.2641,225000.0
AL,Dothan,Tattnall Dr,36301.0,3.0,2.0,2130.0,150.18779342723005,0.200875,319100.0,1824.0,31.225897,-85.42912,319900.0
AL,Elberta,Coleman Ln,36530.0,3.0,3.0,3221.0,170.75442409189694,0.467,528300.0,2500.0,30.371277,-87.61959,550000.0
AL,Tuscaloosa,Covington Villas Dr,35405.0,3.0,2.0,1253.0,143.5754189944134,,185400.0,1350.0,33.14921,-87.454544,179900.0
AL,Mobile,Trailwood Dr E,36608.0,3.0,2.0,1134.0,160.49382716049382,0.2757,176200.0,1300.0,30.672604,-88.271255,182000.0
AL,Huntsville,Morning Star Dr,35811.0,3.0,2.0,1468.0,177.04359673024524,0.4338842975206611,259600.0,1741.0,34.770145,-86.46088,259900.0
AL,Town Creek,Highway 157,35672.0,3.0,2.0,1370.0,131.31386861313868,6.6,180300.0,1569.0,34.58403,-87.41709,179900.0
AL,Huntsville,Holstein Ln SW,35803.0,4.0,3.0,2304.0,169.27083333333334,0.2410468319559228,390600.0,2094.0,34.59971,-86.56846,390000.0
AL,Montgomery,E Moye Dr,36109.0,3.0,2.0,2296.0,87.10801393728222,0.29,196500.0,1575.0,32.371906,-86.23705,200000.0
AL,Mobile,K Busby Rd,36695.0,3.0,2.0,1454.0,79.09215955983494,1.0188,116100.0,1599.0,30.627316,-88.32781,115000.0
AL,Higdon,County Road 815,35979.0,2.0,2.0,1043.0,115.05273250239694,6.0,118000.0,909.0,34.82562,-85.62668,120000.0
AL,Falkville,Mount Carmel Rd,35622.0,3.0,2.0,1190.0,83.94957983193277,1.2,101300.0,1525.0,34.321056,-86.8095,99900.0
AL,Montgomery,Larkspur Ct,36117.0,3.0,2.0,1428.0,133.0532212885154,0.3299999999999999,188400.0,1400.0,32.406235,-86.1868,190000.0
AL,Cedar Bluff,County Road 75,35959.0,3.0,3.0,3000.0,145.0,12.0,432600.0,981.0,34.2582,-85.6109,435000.0
AL,Graysville,Main St,35073.0,3.0,2.0,1200.0,100.0,0.48,118200.0,1374.0,33.636436,-86.916176,120000.0
AL,Dothan,S State Highway 605,36301.0,3.0,2.0,1936.0,87.8099173553719,1.195,161600.0,1642.0,31.10578,-85.45025,170000.0
AL,Kinsey,Walden Dr,36303.0,3.0,1.0,1025.0,126.82926829268293,0.19,129300.0,1200.0,31.276136,-85.33994,130000.0
AL,Montgomery,Young Orchard Ct,36106.0,3.0,3.0,1762.0,108.96708286038591,0.13,188700.0,1597.0,32.349503,-86.22742,192000.0
AL,Madison,New Bristol Ln,35756.0,3.0,2.0,1588.0,176.32241813602016,0.2089072543617998,279200.0,1994.0,34.689842,-86.7954,280000.0
AL,Montgomery,Hallwood Ln,36117.0,3.0,2.0,1739.0,149.45370902817712,0.22,259500.0,1792.0,32.32594,-86.1521,259900.0
AL,Foley,Riverwood Dr W,36535.0,3.0,2.0,1400.0,167.85714285714286,0.5409999999999999,224700.0,2199.0,30.330416,-87.705025,235000.0
AL,Hartselle,Crown Pointe Dr NE,35640.0,3.0,2.0,2078.0,144.32146294513956,,299800.0,1852.0,34.454365,-86.9081,299900.0
AL,Mentone,Road 948,35984.0,3.0,3.0,3000.0,131.66666666666666,4.6,372700.0,3088.0,34.544693,-85.59335,395000.0
AL,Deatsville,Deatsville Hwy,36022.0,3.0,2.0,1718.0,130.90803259604192,1.58,220100.0,1417.0,32.549854,-86.39342,224900.0
AL,Mobile,Elmira St,36604.0,2.0,1.0,868.0,224.6543778801844,0.15,194100.0,1099.0,30.679043,-88.05847,195000.0
AL,Montgomery,Oak Forest Dr,36109.0,3.0,1.0,1217.0,67.37880032867707,0.1893939393939394,80700.0,995.0,32.37769,-86.26625,82000.0
AL,Robertsdale,C R Watson Rd,36567.0,3.0,2.0,1620.0,362.962962962963,6.0,581800.0,1800.0,30.623487,-87.43762,588000.0
AL,Heflin,Briarcliff Rd,36264.0,4.0,2.0,1736.0,143.9516129032258,0.08,250000.0,1450.0,33.635853,-85.58274,249900.0
AL,Brookwood,Covered Bridge Rd,35444.0,3.0,2.0,1612.0,161.22828784119108,0.74,259500.0,1599.0,33.216934,-87.31431,259900.0
AL,Huntsville,Barcody Rd SE,35802.0,4.0,2.0,2445.0,183.640081799591,1.0,448800.0,2600.0,34.704407,-86.559586,449000.0
AL,Madison,Hardiman Rd,35756.0,3.0,2.0,2132.0,166.51031894934334,0.45,354800.0,2134.0,34.698223,-86.79937,355000.0
AL,Huntsville,Kingswood Dr,35806.0,3.0,3.0,2349.0,142.61387824606214,,334500.0,2100.0,34.780624,-86.70314,335000.0
AL,Birmingham,Court O,35228.0,4.0,2.0,1089.0,117.07988980716252,0.15,21400.0,832.0,33.473877,-86.89063,127500.0
AL,Newton,Windmill Rd,36352.0,4.0,3.0,2213.0,149.0736556710348,0.65,326500.0,2231.0,31.222616,-85.65402,329900.0
AL,Dothan,Tyson Rd,36301.0,4.0,3.0,2798.0,117.94138670478914,1.45,330000.0,1523.0,31.155933,-85.42003,330000.0
AL,Birmingham,53rd St N,35212.0,3.0,2.0,1159.0,34.51251078515962,0.19,38400.0,1157.0,33.53927,-86.7564,40000.0
AL,Sylacauga,Talladega Hwy,35150.0,3.0,3.0,2494.0,120.28869286287087,0.32,299500.0,977.0,33.19733,-86.23693,300000.0
AL,Fayette,Highway 129,35555.0,5.0,2.0,2408.0,41.52823920265781,1.3,91200.0,1895.0,33.751877,-87.79632,100000.0
AL,Cullman,County Road 285,35057.0,3.0,2.0,3266.0,100.7348438456828,2.0,319800.0,1800.0,34.051373,-86.946335,329000.0
AL,Gulf Shores,Spinnaker Dr #304,36542.0,2.0,2.0,1250.0,274.0,,358100.0,1766.0,30.284645,-87.74911,342500.0
AL,Dadeville,Gibson Rd,36853.0,2.0,2.0,1082.0,170.9796672828096,4.4,173500.0,1142.0,32.83792,-85.79874,185000.0
AL,Riverside,Broken Arrow Creek Rd,35135.0,3.0,2.0,2245.0,122.76169265033408,3.0,276200.0,1517.0,33.65569,-86.17827,275600.0
AL,Mobile,Riverbend Dr #221,36605.0,2.0,2.0,885.0,138.87005649717514,2.466,,811.0,30.623667,-88.09662,122900.0
AL,Harvest,Alt Harvest Rd,35749.0,2.0,2.0,1740.0,78.73563218390805,0.29,136900.0,1599.0,34.854713,-86.74925,137000.0
AL,Mobile,Regency Ct N,36609.0,4.0,3.0,2666.0,147.97449362340586,0.4608,394500.0,2500.0,30.674017,-88.1731,394500.0
AK,Wasilla,Taffy Cir,99654.0,5.0,2.0,2409.0,231.63138231631385,1.02,547000.0,2996.0,61.533855,-149.51038,558000.0
AK,Soldotna,Sierra Heights St,99669.0,3.0,3.0,1578.0,228.0735107731305,0.42,358000.0,1999.0,60.487514,-151.107,359900.0
AK,Anchorage,Sandy Cir,99507.0,4.0,3.0,2153.0,220.6223873664654,0.16,479900.0,3049.0,61.14716,-149.81871,475000.0
AK,Anchorage,E 4th Ave,99504.0,1.0,1.0,500.0,258.0,0.5700000000000001,298400.0,1571.0,61.218266,-149.73889,129000.0
AK,Anchorage,George Bell Cir,99515.0,4.0,3.0,3031.0,223.3586275156714,0.4,678600.0,3499.0,61.095856,-149.85063,677000.0
AK,Anchorage,W 46th Ave,99517.0,4.0,3.0,2022.0,239.86152324431256,0.16,485900.0,2999.0,61.17928,-149.92183,485000.0
AK,Fairbanks,September Ct,99709.0,2.0,2.0,1450.0,324.0689655172414,2.8,465000.0,1917.0,64.94744,-147.86285,469900.0
AK,Chugiak,Jasmine Rd,99567.0,2.0,1.0,1008.0,322.42063492063494,1.62,325400.0,1588.0,61.394936,-149.44946,325000.0
AK,Wasilla,N Overview Dr,99623.0,3.0,3.0,1592.0,260.0502512562814,2.25,412200.0,2136.0,61.627693,-149.58012,414000.0
AK,Anchorage,Atkinson Dr,99504.0,2.0,1.0,720.0,375.0,0.13,275100.0,1982.0,61.208008,-149.76546,270000.0
AK,Kenai,Woodwill Dr,99611.0,4.0,2.0,1572.0,206.74300254452928,0.97,323000.0,1954.0,60.528744,-151.128,325000.0
AK,North Pole,Four D Ct,99705.0,3.0,2.0,1744.0,128.95642201834863,0.9,211300.0,2299.0,64.76754,-147.32072,224900.0
AK,Anchorage,Jefferson Ave,99517.0,4.0,2.0,1344.0,215.77380952380952,0.22,291200.0,2591.0,61.183887,-149.9138,290000.0
AK,Anchorage,Norm Dr,99507.0,2.0,1.0,1040.0,240.28846153846155,0.09,253300.0,2070.0,61.163013,-149.82256,249900.0
AK,Anchorage,Leary Bay Cir,99515.0,4.0,3.0,2300.0,286.5217391304348,0.19,659200.0,3599.0,61.112778,-149.92422,659000.0
AK,Wasilla,N Intuition Dr,99654.0,3.0,2.0,1650.0,251.5151515151515,1.28,414300.0,2264.0,61.614597,-149.48586,415000.0
AK,Eagle River,Terrace Ln,99577.0,3.0,3.0,2901.0,168.85556704584627,0.75,492600.0,3266.0,61.352028,-149.55296,489850.0
AK,Palmer,E Constitution Dr,99645.0,3.0,1.0,1058.0,273.1568998109641,0.5,288100.0,1658.0,61.489376,-149.11653,289000.0
AK,Anchorage,Twining Dr,99504.0,2.0,1.0,884.0,322.3981900452489,0.13,290400.0,1999.0,61.20605,-149.77574,285000.0
AK,Palmer,E Spring Creek Cir,99645.0,4.0,3.0,2250.0,260.0,0.4599999999999999,581000.0,3231.0,61.612583,-149.21748,585000.0
AK,Wasilla,W Sunday Cir,99654.0,4.0,3.0,2404.0,203.8269550748752,0.92,488700.0,2199.0,61.601414,-149.50266,490000.0
AK,Willow,N Michigan St,99688.0,3.0,2.0,1204.0,153.65448504983388,1.31,184500.0,1535.0,61.73482,-150.10092,185000.0
AK,Chugiak,Tundra Rose Ave,99567.0,2.0,1.0,952.0,120.69327731092436,0.16,221300.0,1949.0,61.410095,-149.45197,114900.0
AK,Fairbanks,Chinook Dr,99709.0,3.0,2.0,2092.0,131.45315487571702,0.1561065197428834,272100.0,2299.0,64.85694,-147.79355,275000.0
AK,Delta Junction,Richardson Hwy,99737.0,4.0,3.0,3096.0,93.66925064599484,0.4,282300.0,2500.0,63.94355,-145.7706,290000.0
AK,Fairbanks,Laurene St,99701.0,2.0,1.0,1350.0,74.07407407407408,0.1721763085399449,,1834.0,64.83564,-147.72346,100000.0
AK,Ketchikan,Summit Ter,99901.0,3.0,2.0,1822.0,316.6849615806806,0.5222222222222223,571600.0,2500.0,55.34778,-131.64871,577000.0
AK,Juneau,Fritz Cove Rd,99801.0,3.0,2.0,1501.0,370.4197201865423,0.2882920110192837,552500.0,2299.0,58.363663,-134.64055,556000.0
AK,Wasilla,W Garten Dr,99623.0,5.0,4.0,3417.0,204.8580626280363,1.24,695600.0,3842.0,61.560936,-149.71873,700000.0
AK,North Pole,Ron Cir,99705.0,3.0,2.0,2072.0,180.984555984556,1.022,371100.0,2500.0,64.73084,-147.27373,375000.0
AK,Anchorage,Red Leaf Cir,99504.0,3.0,2.0,1188.0,189.3939393939394,0.09,229900.0,1999.0,61.22207,-149.72078,225000.0
AK,Eagle River,Stonehill Dr,99577.0,4.0,4.0,3471.0,180.06338231057333,1.11,626000.0,3770.0,61.28956,-149.53476,625000.0
AK,Wasilla,W Bruns Dr,99623.0,3.0,2.0,1415.0,250.17667844522967,0.92,,2060.0,61.56693,-149.62729,354000.0
AK,Fairbanks,Slater Dr,99701.0,3.0,3.0,1550.0,261.2903225806452,0.2,382700.0,2228.0,64.84053,-147.69493,405000.0
AK,Fairbanks,N Kobuk Ave,99709.0,3.0,2.0,1344.0,234.375,0.1487603305785124,311900.0,2299.0,64.83514,-147.7887,315000.0
AK,Anchorage,Richmond Ave,99508.0,3.0,2.0,1258.0,147.8537360890302,0.15,186500.0,2197.0,61.224796,-149.82109,186000.0
AK,Fairbanks,Red Fox Dr,99709.0,3.0,2.0,2224.0,193.3003597122302,4.9,423500.0,2328.0,64.89696,-147.80653,429900.0
AK,Wasilla,E Wolverine Ave,99654.0,2.0,2.0,994.0,301.8108651911469,0.99,298600.0,2199.0,61.61975,-149.30283,300000.0
AK,North Pole,Tracy Ave,99705.0,3.0,1.0,1212.0,166.66666666666666,1.0,199800.0,1984.0,64.80241,-147.44412,202000.0
AK,Fairbanks,Gruening Way,99712.0,4.0,3.0,2016.0,188.4424603174604,1.0,375400.0,2600.0,64.8643,-147.67043,379900.0
AK,North Pole,Nulato Dr,99705.0,3.0,2.0,2291.0,160.58489742470536,1.895,363100.0,2429.0,64.75472,-147.2877,367900.0
AK,North Pole,E 7th Ave,99705.0,3.0,2.0,1178.0,101.86757215619694,0.1652892561983471,,1999.0,64.749,-147.34549,120000.0
AK,Fairbanks,Red Berry Rd,99709.0,2.0,1.0,1650.0,166.6060606060606,1.886,270400.0,1999.0,64.94929,-147.84753,274900.0
AK,North Pole,Our St,99705.0,3.0,2.0,1350.0,259.1851851851852,1.0,346600.0,2199.0,64.77279,-147.29453,349900.0
AK,Anchorage,Hunter Dr,99502.0,4.0,4.0,3507.0,192.4436840604505,0.19,678300.0,3706.0,61.154175,-149.9717,674900.0
AK,Anchorage,Meander Dr,99516.0,4.0,3.0,2279.0,263.22948661693727,0.19,600000.0,3599.0,61.107517,-149.84268,599900.0
AK,Soldotna,Snowflake Ct,99669.0,3.0,2.0,1484.0,235.17520215633425,1.0,346900.0,1999.0,60.482533,-151.17691,349000.0
AK,Sutton,N Wright Way,99674.0,2.0,1.0,912.0,277.4122807017544,5.0,251800.0,1400.0,61.729027,-148.87659,253000.0
AK,Palmer,E Equestrian St,99645.0,3.0,2.0,1808.0,275.99557522123894,0.4599999999999999,498700.0,2600.0,61.602444,-149.17441,499000.0
AK,Homer,Skyline Dr,99603.0,2.0,1.0,1386.0,276.33477633477634,0.92,380500.0,1466.0,59.68725,-151.46379,383000.0
AK,Palmer,S Lucas Way,99645.0,2.0,1.0,1032.0,208.3333333333333,0.1699999999999999,214600.0,2400.0,61.597717,-149.12163,215000.0
AK,Sitka,Sawmill Creek Rd,99835.0,4.0,3.0,2520.0,311.5079365079365,0.2586776859504132,773900.0,2500.0,57.04366,-135.28293,785000.0
AK,North Pole,Florence St,99705.0,2.0,2.0,1024.0,131.8359375,0.9,132900.0,2199.0,64.8366,-147.367,135000.0
AK,Kenai,Buoy Ave,99611.0,3.0,3.0,1610.0,340.99378881987576,5.41,545900.0,1739.0,60.495937,-151.2516,549000.0
AK,Soldotna,Hazy Ln,99669.0,4.0,2.0,2132.0,206.3789868667917,0.92,,2414.0,60.487576,-151.07297,440000.0
AK,Ketchikan,Jackson St,99901.0,3.0,2.0,1716.0,384.032634032634,0.1282828282828282,651700.0,2350.0,55.35679,-131.68016,659000.0
AK,North Pole,Dyke Rd,99705.0,3.0,1.0,1600.0,204.6875,0.5,322600.0,2199.0,64.725945,-147.2922,327500.0
AK,Palmer,N Angus Loop,99645.0,3.0,2.0,1479.0,236.57876943881,0.47,350100.0,2166.0,61.579117,-149.0983,349900.0
AK,Fairbanks,Dark Star Ct,99709.0,3.0,2.0,1120.0,262.5,0.1609963269054178,285700.0,1949.0,64.842964,-147.84245,294000.0
AK,Palmer,E Downstream Dr,99645.0,4.0,4.0,2665.0,257.0356472795497,0.72,,1997.0,61.58591,-149.25592,685000.0
AK,Kenai,Parsons Ave,99611.0,4.0,4.0,3614.0,187.8804648588821,6.33,673200.0,2070.0,60.694294,-151.23827,679000.0
AK,Anchorage,Wintergreen St,99508.0,3.0,2.0,1389.0,205.1835853131749,0.1699999999999999,290400.0,2470.0,61.207573,-149.81653,285000.0
AK,Soldotna,Irons Ave,99669.0,4.0,3.0,1739.0,206.4404830362277,0.43,356300.0,2400.0,60.5033,-151.08553,359000.0
AK,Seldovia,Jakolof Bay Rd,99663.0,1.0,1.0,768.0,259.1145833333333,3.03,195400.0,1414.0,59.473232,-151.6438,199000.0
AK,Wasilla,E Chugach View Dr,99654.0,3.0,2.0,1922.0,145.68158168574402,0.92,279500.0,2513.0,61.543198,-149.42686,280000.0
AK,Anchorage,Helen Dr,99515.0,4.0,2.0,2151.0,209.15853091585308,0.2,450500.0,2999.0,61.103405,-149.8487,449900.0
AK,Wasilla,E Carney Rd,99654.0,4.0,4.0,3984.0,100.3765060240964,10.0,398700.0,2233.0,61.64819,-149.40068,399900.0
AK,Wasilla,W Wellington Dr,99623.0,3.0,3.0,1984.0,197.5806451612904,0.4599999999999999,389800.0,2600.0,61.521523,-149.62074,392000.0
AK,Wasilla,S Knik Goose Bay Rd,99623.0,3.0,2.0,1451.0,203.3080634045486,1.0,293800.0,2011.0,61.41078,-149.834,295000.0
AK,Anchorage,Mountain Plover Cir,99516.0,3.0,3.0,2428.0,236.8204283360791,0.2299999999999999,575700.0,3599.0,61.051434,-149.78645,575000.0
AK,Petersburg,Haugen Dr,99833.0,4.0,2.0,1150.0,260.0,0.1699999999999999,296300.0,2314.0,56.811214,-132.95335,299000.0
AK,Homer,Shirley Ct,99603.0,4.0,2.0,2352.0,186.6496598639456,0.22,320400.0,2340.0,59.65254,-151.52077,439000.0
AK,Soldotna,Whitlock Ave,99669.0,3.0,2.0,2261.0,272.00353825740825,4.34,611200.0,2464.0,60.490456,-151.1793,615000.0
AK,Wasilla,E Caribou Cir,99654.0,2.0,1.0,910.0,295.6043956043956,0.54,268000.0,2136.0,61.62102,-149.39632,269000.0
AK,Fairbanks,Silvertree Ct,99712.0,3.0,3.0,1912.0,190.89958158995816,0.9,361900.0,2429.0,64.89673,-147.60274,365000.0
AK,Anchorage,E 6th Ave,99504.0,3.0,2.0,1456.0,239.6978021978022,0.24,352400.0,2299.0,61.21728,-149.72884,349000.0
AK,Wasilla,S Gon Fishin Dr,99623.0,3.0,3.0,2138.0,163.7043966323667,0.92,348500.0,2900.0,61.533012,-149.64883,350000.0
AK,Juneau,Pioneer Ave,99801.0,4.0,4.0,2588.0,280.1391035548686,0.1893939393939394,719500.0,1996.0,58.294,-134.43446,725000.0
AK,Anchorage,Bern St,99507.0,6.0,4.0,3846.0,178.1071242849714,0.19,687200.0,3722.0,61.154137,-149.84038,685000.0
AK,North Pole,Dennis Rd,99705.0,3.0,2.0,1399.0,268.04860614724805,1.0,,1500.0,64.81589,-147.54214,375000.0
AK,North Pole,Stol Dr N,99705.0,3.0,1.0,1028.0,272.2762645914397,0.8439623507805326,274000.0,1956.0,64.82948,-147.53612,279900.0
AK,Anchorage,W 31st Ave,99517.0,6.0,3.0,3000.0,166.63333333333333,0.1399999999999999,499700.0,3034.0,61.19225,-149.9337,499900.0
AK,Fairbanks,Beulah Ct,99705.0,1.0,1.0,600.0,358.1666666666667,0.9,212000.0,1285.0,64.77156,-147.35696,214900.0
AK,Fairbanks,Eskimo Museum Ln,99705.0,4.0,3.0,2400.0,114.54166666666669,0.6,268500.0,2600.0,64.79873,-147.55183,274900.0
AK,North Pole,Freeman Rd,99705.0,3.0,1.0,1026.0,268.03118908382066,1.0,272400.0,2110.0,64.84235,-147.35379,275000.0
AK,Anchorage,W 72nd Ave,99518.0,3.0,2.0,1988.0,138.32997987927564,0.22,277900.0,2999.0,61.155807,-149.897,275000.0
AK,Palmer,E Highbush Cir,99645.0,3.0,3.0,2025.0,123.4074074074074,0.4599999999999999,249600.0,2400.0,61.487804,-149.11386,249900.0
AK,Anchorage,Strutz Ave,99507.0,3.0,2.0,2358.0,209.9236641221374,0.32,499700.0,3499.0,61.136963,-149.78418,495000.0
AK,Anchorage,Reliance Dr,99507.0,3.0,2.0,1704.0,245.89201877934272,0.1,423700.0,2500.0,61.131104,-149.83951,419000.0
AK,Fairbanks,Jeans Way,99709.0,3.0,3.0,2500.0,200.0,2.3,491100.0,2500.0,64.80424,-148.00414,500000.0
AK,Anchorage,E 27th Ave,99508.0,4.0,2.0,2664.0,185.8108108108108,0.16,497200.0,3322.0,61.196014,-149.85617,495000.0
AK,Palmer,E Kathleen Dr,99645.0,2.0,1.0,1152.0,199.65277777777777,2.07,227700.0,2629.0,61.64502,-149.06934,230000.0
AK,Anchorage,Venus Way,99515.0,4.0,3.0,1877.0,316.4624400639318,0.2,593900.0,2969.0,61.093506,-149.84534,594000.0
AK,Wasilla,N Willow Dr,99654.0,4.0,3.0,2207.0,212.5056637970095,0.92,467600.0,2999.0,61.605354,-149.33017,469000.0
AK,Houston,W Elf Cir,99694.0,2.0,2.0,966.0,265.527950310559,0.49,255200.0,1414.0,61.619663,-149.7639,256500.0
AK,Wasilla,N Pittman Rd,99623.0,2.0,4.0,1776.0,236.48648648648648,3.19,413400.0,2500.0,61.60751,-149.6332,420000.0
AK,Anchorage,Beaver Pl,99504.0,3.0,3.0,2003.0,242.1367948077883,0.1,489600.0,2600.0,61.20345,-149.76193,485000.0
AK,Wasilla,E Tierra Grande Dr,99654.0,3.0,2.0,2016.0,135.66468253968253,1.26,272500.0,2194.0,61.609894,-149.41853,273500.0
AK,Wasilla,S Cameo Dr,99623.0,2.0,2.0,1280.0,312.5,5.0,397900.0,1592.0,61.425606,-149.9189,400000.0
AK,Anchorage,E 11th Ave,99501.0,2.0,2.0,1008.0,198.31349206349208,0.16,198100.0,2191.0,61.211926,-149.86171,199900.0
AK,Fairbanks,Evergreen St,99709.0,4.0,3.0,2416.0,72.43377483443709,0.2,170000.0,2500.0,64.857475,-147.75386,175000.0
AK,Wasilla,W Berry Cir,99654.0,4.0,3.0,2440.0,272.4590163934426,0.78,662900.0,2952.0,61.53046,-149.48027,664800.0
AK,Anchorage,Rocky Bay Cir,99515.0,3.0,3.0,2480.0,199.5967741935484,0.29,495600.0,3369.0,61.12803,-149.93477,495000.0
AK,Wasilla,N Ashlee Cir,99654.0,4.0,3.0,2128.0,234.9619360902256,0.6799999999999999,498000.0,1999.0,61.58092,-149.37714,499999.0
AK,Valdez,Nabesna St,99686.0,3.0,2.0,1600.0,246.875,0.25,389900.0,2100.0,61.13524,-146.35757,395000.0
AK,Juneau,Fritz Cove Rd,99801.0,3.0,2.0,2000.0,349.95,0.318732782369146,681900.0,2385.0,58.351337,-134.64395,699900.0
AK,Kenai,Highbush Ln,99611.0,3.0,2.0,1344.0,221.4657738095238,2.5,294000.0,1724.0,60.56132,-151.18457,297650.0
AK,Seward,Cherrywood Ln,99664.0,3.0,3.0,1878.0,263.5782747603834,0.96,488200.0,2416.0,60.174675,-149.38719,495000.0
AK,Wasilla,E Crowberry Dr,99654.0,4.0,2.0,1888.0,158.89830508474577,1.07,294900.0,2194.0,61.60216,-149.33218,300000.0
AK,Palmer,E Equestrian Cir,99645.0,3.0,2.0,1573.0,247.29815638906547,0.4599999999999999,388700.0,2284.0,61.599907,-149.17342,389000.0
AK,Wasilla,W Ogrady Dr,99623.0,1.0,2.0,2951.0,67.43476787529652,9.42,191800.0,2440.0,61.48971,-149.67252,199000.0
AK,Fairbanks,Hamilton Ave,99701.0,3.0,3.0,1698.0,244.4051825677268,0.4272268135904499,412200.0,2141.0,64.8419,-147.69508,415000.0
AK,Seward,Rabbit Run Ln,99664.0,4.0,2.0,1430.0,258.7412587412587,0.41,365300.0,2500.0,60.13251,-149.37865,370000.0
AK,North Pole,Valley Dr,99705.0,3.0,2.0,2080.0,173.02884615384616,1.0,344100.0,1975.0,64.82396,-147.50545,359900.0
AK,North Pole,Mark Way,99705.0,3.0,2.0,2430.0,172.8395061728395,0.9,409200.0,2429.0,64.82395,-147.50867,420000.0
AK,Fairbanks,Island Dr E,99701.0,3.0,2.0,2842.0,112.5615763546798,0.16,314300.0,1720.0,64.83873,-147.69585,319900.0
AK,Wasilla,S Tennyson Ct,99623.0,3.0,2.0,1332.0,243.993993993994,0.49,323500.0,2299.0,61.521454,-149.6297,325000.0
AK,Juneau,Duran Ct,99801.0,3.0,3.0,2082.0,316.5225744476465,0.1750229568411386,642800.0,2500.0,58.390465,-134.57529,659000.0
AK,Anchorage,Charlotte Cir,99502.0,4.0,2.0,1969.0,241.23920771965464,0.19,479000.0,2770.0,61.14992,-149.95808,475000.0
AK,Fairbanks,Frog Pond Cir,99712.0,3.0,2.0,1512.0,162.03703703703704,2.0,237800.0,1650.0,64.90825,-147.64557,245000.0
AK,Juneau,Behrends Ave,99801.0,4.0,4.0,1902.0,270.7676130389064,0.1147842056932966,511900.0,2829.0,58.306286,-134.42813,515000.0
AK,Kenai,Diamond St,99611.0,3.0,2.0,2214.0,153.11653116531164,1.14,337300.0,2400.0,60.663822,-151.29718,339000.0
AK,Fairbanks,Arthor Ct,99709.0,4.0,3.0,2304.0,119.35763888888889,1.9296,269700.0,2500.0,64.809105,-147.9865,275000.0
